plan,variant,position,norm,critic_mse,critic_cos
plan_e,E1_hidden_preference,14,128.69415283203125,0.23281429708003998,0.8835930824279785
plan_e,E1_hidden_preference,15,125.88851928710938,0.12118785083293915,0.9394059777259827
plan_e,E2_suppressed_error,0,122.98384857177734,0.1480284482240677,0.9259855151176453
plan_e,E2_suppressed_error,1,111.35031127929688,0.28628021478652954,0.8568601012229919
plan_e,E2_suppressed_error,2,120.73507690429688,0.29126685857772827,0.8543667793273926
plan_e,E2_suppressed_error,3,120.58133697509766,0.29040417075157166,0.8547979593276978
plan_e,E2_suppressed_error,4,119.64851379394531,0.309368759393692,0.8453158140182495
plan_e,E2_suppressed_error,5,114.29154205322266,0.3648977279663086,0.8175514340400696
plan_e,E2_suppressed_error,6,115.88092803955078,0.3317853510379791,0.834107518196106
plan_e,E2_suppressed_error,7,117.83795166015625,0.2962457835674286,0.8518772721290588
plan_e,E2_suppressed_error,8,117.14681243896484,0.23261597752571106,0.8836919665336609
plan_e,E2_suppressed_error,9,91.99217987060547,0.5248271822929382,0.7375866770744324
plan_e,E2_suppressed_error,10,114.15412902832031,0.26656776666641235,0.8667162656784058
plan_e,E2_suppressed_error,11,121.6838607788086,0.3757292330265045,0.8121354579925537
plan_e,E2_suppressed_error,12,108.87413787841797,0.4654679000377655,0.7672661542892456
plan_e,E2_suppressed_error,13,102.83756256103516,0.3297576606273651,0.8351210951805115
plan_e,E2_suppressed_error,14,116.64871978759766,0.32964181900024414,0.8351791501045227
plan_e,E2_suppressed_error,15,114.04679107666016,0.34055811166763306,0.829721212387085
plan_e,E3_compressed_knowledge,0,107.27071380615234,0.4523494839668274,0.7738255858421326
plan_e,E3_compressed_knowledge,1,122.80156707763672,0.28377142548561096,0.8581143021583557
plan_e,E3_compressed_knowledge,2,127.7744140625,0.35847148299217224,0.8207644820213318
plan_e,E3_compressed_knowledge,3,124.3073501586914,0.48363614082336426,0.7581820487976074
plan_e,E3_compressed_knowledge,4,114.77595520019531,0.35051217675209045,0.8247438669204712
plan_e,E3_compressed_knowledge,5,120.8299331665039,0.402742475271225,0.7986289858818054
plan_e,E3_compressed_knowledge,6,100.83702087402344,0.815162181854248,0.5924192667007446
plan_e,E4_pre_refusal_signal,0,131.2849578857422,0.2124021351337433,0.8937990665435791
plan_e,E4_pre_refusal_signal,1,130.4147186279297,0.16308531165122986,0.9184574484825134
plan_e,E4_pre_refusal_signal,2,124.17997741699219,0.22945082187652588,0.8852747082710266
plan_e,E4_pre_refusal_signal,3,120.38289642333984,0.1822810173034668,0.9088596105575562
plan_e,E4_pre_refusal_signal,4,129.10305786132812,0.12916307151317596,0.9354186058044434
plan_e,E4_pre_refusal_signal,5,134.1595458984375,0.13616959750652313,0.9319154024124146
plan_e,E4_pre_refusal_signal,6,130.21969604492188,0.161064013838768,0.9194679856300354
plan_e,E4_pre_refusal_signal,7,123.7858657836914,0.15979251265525818,0.9201040267944336
plan_e,E4_pre_refusal_signal,8,114.3382797241211,0.20024511218070984,0.8998776078224182
plan_e,E4_pre_refusal_signal,9,124.96398162841797,0.11546985059976578,0.9422651529312134
plan_e,E4_pre_refusal_signal,10,132.94931030273438,0.11902902275323868,0.9404855966567993
plan_e,E4_pre_refusal_signal,11,119.35553741455078,0.2121698558330536,0.8939151763916016
plan_e,E4_pre_refusal_signal,12,125.47918701171875,0.21003766357898712,0.8949810862541199
plan_e,E4_pre_refusal_signal,13,113.68877410888672,0.1548760086297989,0.9225621819496155
plan_e,E4_pre_refusal_signal,14,126.83319854736328,0.12787890434265137,0.9360604882240295
plan_e,E4_pre_refusal_signal,15,123.79548645019531,0.11796057224273682,0.9410197138786316
plan_e,E5_internal_conflict,0,119.5712890625,0.12991516292095184,0.9350426197052002
plan_e,E5_internal_conflict,1,140.83201599121094,0.09472469985485077,0.9526376128196716
plan_e,E5_internal_conflict,2,125.4775619506836,0.1354098618030548,0.9322954416275024
plan_e,E5_internal_conflict,3,123.1052017211914,0.10927281528711319,0.9453636407852173
plan_e,E5_internal_conflict,4,109.06989288330078,0.18783904612064362,0.9060806035995483
plan_e,E5_internal_conflict,5,130.30386352539062,0.11159602552652359,0.9442020654678345
plan_e,E5_internal_conflict,6,130.61277770996094,0.1161343902349472,0.9419330954551697
plan_e,E5_internal_conflict,7,131.81419372558594,0.11392892152070999,0.9430356621742249
plan_e,E5_internal_conflict,8,122.51786804199219,0.19734430313110352,0.901327908039093
plan_e,E5_internal_conflict,9,132.47824096679688,0.1625698357820511,0.9187151789665222
plan_e,E5_internal_conflict,10,123.43368530273438,0.21541418135166168,0.892292857170105
plan_e,E5_internal_conflict,11,126.7588119506836,0.13047778606414795,0.9347612261772156
plan_e,E5_internal_conflict,12,121.3199462890625,0.1645834743976593,0.9177082180976868
plan_e,E5_internal_conflict,13,127.19011688232422,0.19589075446128845,0.9020547866821289
plan_e,E5_internal_conflict,14,134.9347686767578,0.2039903700351715,0.898004949092865
plan_e,E5_internal_conflict,15,122.98729705810547,0.25141122937202454,0.8742944598197937
